Country,Year,GDP,GDP Per Capita,GDP PPP,GDP PPP Per Capita,Access to electricity (% of population),Population,Life Expectancy,Health Percentage Expenditure,Total Health Expenditure,Adult Mortality,Infant Deaths per 1000 population,Under-Five Deaths per 1000,Hepatitis B Immunisation,Polio Immunisation (%),Measles Reported Cases per 1000 population,Average Body Mass Index,Diphtheria Immunisation (%),HIV/AIDS Deaths per 1000 population,Country Classification
El Salvador,2007,20104900000,3292.749037,35702332852,5847.272164,91.109558,6105810,71.2,52.30172215,6.32,23,2,3,99,99,0,5.8,99,0.3,Developing Country
El Salvador,2008,21430950000,3495.069203,37332495939,6088.374842,91.000227,6131767,71.5,53.95949877,6.21,194,2,3,98,98,0,51.4,98,0.3,Developing Country
El Salvador,2009,20661030000,3355.328096,36832362181,5981.534303,91.08402,6157678,71.8,416.4338399,6.83,23,2,2,91,91,0,52.1,91,0.3,Developing Country
El Salvador,2010,21418330000,3463.576329,38045640052,6152.392755,91.580238,6183877,72.2,469.3904193,6.91,191,2,2,89,89,0,52.8,89,0.3,Developing Country
El Salvador,2011,23139040000,3725.75322,40322935953,6492.633596,92.574686,6210567,72.5,549.2783081,6.81,197,2,2,89,9,0,53.4,89,0.3,Developing Country
El Salvador,2012,23813600000,3817.553345,42253335181,6773.623521,93.680571,6237922,72.8,591.7757569,6.7,181,2,2,92,93,0,54.1,92,0.3,Developing Country
El Salvador,2013,24350930000,3886.152993,43954551990,7014.685425,95.043105,6266076,73,653.6925016,6.95,184,2,2,92,92,0,54.7,92,0.2,Developing Country
El Salvador,2014,25054230000,3979.942254,45552285015,7236.12196,95.125416,6295124,73.2,665.7260253,6.77,181,2,2,93,93,0,55.4,94,0.2,Developing Country
El Salvador,2015,26052340000,4118.86824,47143867282,7453.433267,95.4,6325121,73.4,0,,178,2,2,91,92,0,56.1,91,0.2,Developing Country
Equatorial Guinea,2000,1045998496,1725.557584,5275994205,8703.675814,62.41200638,606180,52.8,14.95451321,2.73,336,3,4,,41,0,18.3,34,1.9,Developing Country
Equatorial Guinea,2001,1461139022,2313.165937,8808984111,13945.72431,62.70355225,631662,53.2,197.7839552,1.78,334,3,4,,43,1339,18.7,35,2.3,Developing Country
Equatorial Guinea,2002,1806742742,2744.191483,10689918299,16236.50233,62.98274994,658388,53.5,234.7874207,2.5,334,3,4,,44,24,19.1,36,2.9,Developing Country
Equatorial Guinea,2003,2484745935,3618.544476,12407949352,18069.74144,63.25566483,686670,53.8,309.7834587,2.23,334,3,4,,46,18,19.5,37,3.6,Developing Country
Equatorial Guinea,2004,4410764339,6152.131238,17583794559,24525.86524,63.52836227,716949,54.1,44.54768305,2.4,336,3,4,,48,38,19.8,38,4.4,Developing Country
Equatorial Guinea,2005,8217369093,10963.40638,21168313558,28242.22951,63.80689621,749527,54.4,12.0661671,1.63,337,3,4,,5,0,2.2,39,4.9,Developing Country
Equatorial Guinea,2006,10086528699,12857.36882,23489268597,29941.93531,64.09733582,784494,54.9,827.5979335,2.13,337,3,4,,52,0,2.5,4,5.3,Developing Country
Equatorial Guinea,2007,13071718759,15908.41119,27806340832,33840.59219,64.40574646,821686,55.2,1024.519543,2.25,339,3,4,,54,5,2.9,41,5.9,Developing Country
Equatorial Guinea,2008,19749893536,22942.6101,33392761781,38790.94904,64.73667908,860839,55.9,1705.678619,2.31,338,3,4,,55,436,21.3,42,6.3,Developing Country
Equatorial Guinea,2009,15027795173,16668.1217,34099335039,37821.37431,65.08863831,901589,56.3,115.0692415,5.32,34,3,4,,57,78,21.7,43,7.3,Developing Country
Equatorial Guinea,2010,16298542028,17271.99147,31418133531,33294.61821,65.45861816,943640,57,1192.696619,3.84,339,3,4,,59,0,22.1,44,7.2,Developing Country
Equatorial Guinea,2011,21329395901,21613.37402,34166939303,34621.8356,66.1,986861,57.3,1493.051277,3.29,344,3,4,,39,0,22.6,41,7.7,Developing Country
Equatorial Guinea,2012,22389627294,21712.39595,37716935268,36576.09043,66.24063873,1031191,57.5,1500.412635,4,337,3,4,,3,1190,23,24,8.2,Developing Country
Equatorial Guinea,2013,21942597765,20384.94347,36792562242,34180.74329,66.64666748,1076412,58.1,156.3907685,3.73,327,3,4,,3,321,23.5,3,5.7,Developing Country
Equatorial Guinea,2014,21736500713,19368.28268,37644240225,33542.85475,67.05870819,1122273,59,13.40477417,3.8,32,3,4,2,24,13,24,2,4.4,Developing Country
Equatorial Guinea,2015,12597210658,10779.97617,34580707929,29592.20241,67.47374725,1168575,59.4,0,,32,3,4,16,17,1250,24.5,16,4.2,Developing Country
Eritrea,2000,706370815.6,308.1341868,4533391674,1977.563238,29.17753792,2292413,43.9,0.735940361,4.43,593,7,10,,82,789,12.6,81,1.9,Least Developed Country
Eritrea,2001,752368495.5,316.8239534,5038452510,2121.702933,30.22068596,2374721,57.3,5.593619538,3.95,345,7,10,,89,204,12.8,86,2,Least Developed Country
Eritrea,2002,729321366.7,293.9556724,5271971230,2124.88749,32.2,2481059,57.7,0.703132179,4.2,343,7,10,86,92,460,13.1,9,1.9,Least Developed Country
Eritrea,2003,870247703.2,334.5855715,5227278827,2009.740523,32.27600479,2600972,58.1,6.913998013,3.5,343,7,10,91,95,376,13.3,93,1.9,Least Developed Country
Eritrea,2004,1109054005,407.769077,5445937545,2002.323525,33.30030441,2719809,58.7,10.26097341,3.14,342,7,10,84,98,24,13.6,98,1.8,Least Developed Country
Eritrea,2005,1098425901,388.5959475,5760145513,2037.79718,34.33044434,2826653,59.4,5.064688968,2.97,34,7,9,96,96,19,13.9,96,1.6,Least Developed Country
Eritrea,2006,1211161880,415.0360305,5876941520,2013.886435,35.37248611,2918209,60.1,10.60269773,3.3,336,7,9,94,94,128,14.3,94,1.4,Least Developed Country
Eritrea,2007,1317974491,439.8321034,6120918594,2042.662068,36.43249893,2996540,60.8,11.42385961,3.29,329,6,9,91,91,55,14.7,91,1.3,Least Developed Country
Eritrea,2008,1380188800,450.6323989,5629519552,1838.041216,37.51503372,3062782,61.3,11.76572311,3.69,322,6,9,94,94,0,15.1,94,1.1,Least Developed Country
Eritrea,2009,1856695551,595.1099872,5892328271,1888.61518,38.61859512,3119920,61.8,1.575160196,3.3,311,6,9,92,92,82,15.5,92,1,Least Developed Country
Eritrea,2010,2117039512,667.7437565,6091784108,1921.433578,39.74018097,3170437,62.3,17.35739784,3.24,298,6,9,9,9,51,16,9,0.9,Least Developed Country
Eritrea,2011,2607739837,811.376786,6758835465,2102.956023,40.87678528,3213969,62.9,20.97991915,3.6,286,6,8,96,96,48,16.5,96,0.7,Least Developed Country
Eritrea,2012,,,,,42.02540588,3250104,63.3,0,2.98,274,6,8,94,94,194,17,94,0.6,Least Developed Country
Eritrea,2013,,,,,43.1830368,3281453,63.7,0,3.1,266,6,8,94,94,45,17.5,94,0.5,Least Developed Country
Eritrea,2014,,,,,44.34667587,3311444,64.2,0,3.34,261,5,8,94,94,127,18,94,0.4,Least Developed Country
Eritrea,2015,,,,,45.51332092,3342818,64.6,0,,255,5,7,95,95,198,18.6,95,0.4,Least Developed Country
Estonia,2000,5685774809,4063.848264,13180565420,9420.671712,100,1399111,70.9,5.34809451,5.28,218,0,0,,93,9,54,93,0.1,Developed Country
Estonia,2001,6245069734,4487.242029,14333924548,10299.29071,100,1391739,70.9,88.62945822,4.85,225,0,0,,94,0,54.3,94,0.1,Developed Country
Estonia,2002,7322069511,5295.345038,16097518329,11641.77883,100,1382737,71.3,7.806042825,4.84,211,0,0,,94,0,54.6,94,0.1,Developed Country
Estonia,2003,9833870709,7162.82472,17987738094,13101.9635,100,1372904,72.1,132.7233922,4.92,199,0,0,,95,0,54.9,94,0.1,Developed Country
Estonia,2004,12059201242,8843.844645,19785994305,14510.43533,100,1363570,72.4,101.1201161,5.13,195,0,0,9,95,0,55.2,94,0.1,Developed Country
Estonia,2005,14006088297,10331.64039,22523015211,16614.18154,100,1355650,73,153.5045263,5.2,189,0,0,95,96,2,55.5,96,0.1,Developed Country
Estonia,2006,16963625016,12571.48692,26011297407,19276.58061,100,1349373,73.2,244.3510801,5.1,188,0,0,95,95,27,55.9,95,0.1,Developed Country
Estonia,2007,22237061730,16541.80201,29723213797,22110.6333,100,1344295,73.3,1904.12469,5.16,189,0,0,95,95,1,56.3,95,0.1,Developed Country
Estonia,2008,24194039256,18054.35046,30525885461,22779.37257,100,1340067,74.4,225.0723618,6.6,167,0,0,94,95,0,56.7,95,0.1,Developed Country
Estonia,2009,19652492637,14708.40828,27488251189,20572.88247,100,1336140,75.2,1717.088711,6.93,156,0,0,95,95,0,57.1,95,0.1,Developed Country
Estonia,2010,19490936349,14631.70367,29021641433,21786.33441,100,1332103,75.9,1802.017593,6.25,137,0,0,94,94,0,57.6,94,0.1,Developed Country
Estonia,2011,23170239901,17451.399,32895237686,24776.08866,100,1327701,76.3,2146.945741,5.83,138,0,0,94,93,7,58,93,0.1,Developed Country
Estonia,2012,23043864510,17415.7413,34642139626,26181.3092,100,1323163,76.5,2263.103797,6.36,135,0,0,94,94,4,58.5,94,0.1,Developed Country
Estonia,2013,25137153149,19056.75306,36432844586,27620.14133,100,1319068,77.1,261.2914808,6.48,127,0,0,93,94,2,59,94,0.1,Developed Country
Estonia,2014,26224622451,19923.39161,38300194538,29097.45512,100,1316273,77.2,2700.07305,6.38,122,0,0,93,93,0,59.4,93,0.1,Developed Country
Estonia,2015,22566956982,17156.87849,38669190378,29398.85077,100,1315330,77.7,0,,119,0,0,91,93,4,59.9,93,0.1,Developed Country
Ethiopia,2000,8242392104,124.4607909,32734079688,494.2872646,12.7,66224809,50.8,11.59481766,4.36,391,253,404,,55,1660,12.3,3,5,Least Developed Country
Ethiopia,2001,8231326016,120.7657837,36229036694,531.5338017,10.81223297,68159422,52.1,1.186227577,4.26,372,246,392,,55,2366,12.6,32,4.9,Least Developed Country
Ethiopia,2002,7850809498,111.9272251,37359544976,532.6266294,12.36544323,70142090,52.6,10.82452594,4.73,369,237,377,,55,3332,12.9,35,4.6,Least Developed Country
Ethiopia,2003,8623691300,119.490396,37230877572,515.8733248,13.91236973,72170581,53.3,10.97201912,4.64,363,228,360,,55,228,13.2,37,4.4,Least Developed Country
Ethiopia,2004,10131187261,136.46625,43422453872,584.8968432,15.45907593,74239508,54.3,1.506962482,4.23,354,217,342,,54,73,13.5,4,4.1,Least Developed Country
Ethiopia,2005,12401139454,162.4327286,50066895250,655.7867073,14,76346310,55.5,18.03753133,4.2,343,206,323,,56,357,13.8,44,3.7,Least Developed Country
Ethiopia,2006,15280861835,194.6874329,57170793258,728.3905253,18.57607841,78489205,56.7,22.18952246,4.47,328,196,304,,59,1451,14.2,46,3.3,Least Developed Country
Ethiopia,2007,19707616773,244.2860523,65432081768,811.0643277,20.15850067,80674343,58.1,30.46451811,4.69,39,186,286,47,61,1446,14.5,5,2.8,Least Developed Country
Ethiopia,2008,27066912635,326.4368228,73901286146,891.276422,21.76344299,82916236,59.4,38.55783268,4.28,289,177,270,52,63,3511,14.9,54,2.4,Least Developed Country
Ethiopia,2009,32437389116,380.5690032,81019465010,950.5542178,23.38941193,85233923,60.6,53.77354001,4.41,274,169,256,56,65,1176,15.3,58,2,Least Developed Country
Ethiopia,2010,29933790334,341.5541227,92250410884,1052.606697,25.0334053,87639962,61.6,67.73374413,6.86,261,162,243,62,69,4235,15.6,61,1.7,Least Developed Country
Ethiopia,2011,31952763089,354.4795719,1.05E+11,1161.581421,23,90139928,62.6,67.77565369,6.55,249,156,231,65,7,3255,16,65,1.4,Least Developed Country
Ethiopia,2012,43310721414,467.0778718,1.16E+11,1250.351074,28.36344719,92726982,63.4,86.82551124,5.77,241,150,221,69,7,4347,16.4,69,1.2,Least Developed Country
Ethiopia,2013,47648211133,499.5315302,1.30E+11,1367.71403,30.04348755,95385793,64,8.313282039,5.19,237,145,211,72,7,5253,16.8,72,0.9,Least Developed Country
Ethiopia,2014,55612228234,566.9264029,1.47E+11,1494.111884,27.2,98094264,64.5,89.95805845,4.88,234,140,202,77,75,12739,17.2,77,0.6,Least Developed Country
Ethiopia,2015,64464547915,639.3043914,1.64E+11,1621.706807,33.41859055,100835453,65,0,,225,136,194,77,75,17745,17.6,77,0.6,Least Developed Country
Fiji,2000,1684109743,2076.555982,4308167975,5312.095613,75.39250946,811011,67.7,31.25834616,3.87,221,0,0,98,91,0,5.2,9,0.1,Developing Country
Fiji,2001,1660102346,2039.630709,4490717719,5517.374148,76.79507446,813923,67.8,20.7119129,3.28,221,0,0,98,92,17,51.2,91,0.1,Developing Country
Fiji,2002,1842691481,2260.258398,4707726197,5774.530237,79.63,815257,67.9,206.071686,3.48,22,0,0,99,94,304,52.2,93,0.1,Developing Country
Fiji,2003,2315935753,2837.885291,4843104655,5934.609994,80,816078,67.9,253.8196705,3.35,22,0,0,99,95,305,53.2,94,0.1,Developing Country
Fiji,2004,2727507213,3334.915356,5237086330,6403.370646,80.95292664,817864,68.1,43.99452464,3.61,218,0,0,99,96,37,54.2,95,0.1,Developing Country
Fiji,2005,3006725015,3659.57042,5438020101,6618.76873,82.34248352,821606,68.3,64.39203443,3.61,214,0,0,99,97,0,55.1,96,0.1,Developing Country
Fiji,2006,3102741451,3747.865243,5706372715,6892.845021,83.74394226,827869,68.4,52.1241634,3.84,211,0,0,99,98,136,55.9,98,0.1,Developing Country
Fiji,2007,3405050612,4072.125919,5809816333,6948.003532,88.9,836185,68.6,5.889526221,3.74,29,0,0,99,99,0,56.6,99,0.1,Developing Country
Fiji,2008,3523185920,4167.694935,5983995509,7078.669234,86.16,845356,68.7,81.04656111,3.68,26,0,0,99,99,0,57.3,99,0.1,Developing Country
Fiji,2009,2870624636,3362.820495,5946041767,6965.547104,88.06829071,853636,68.9,60.65068446,4.26,23,0,0,99,99,1,58,99,0.1,Developing Country
Fiji,2010,3140508836,3652.535933,6193061290,7202.775118,89.54928589,859816,69.1,62.08343533,4.23,2,0,0,99,99,0,58.7,99,0.1,Developing Country
Fiji,2011,3774530616,4371.447385,6493459112,7520.356236,91.04530334,863451,69.3,401.7931045,4.6,197,0,0,99,99,0,59.5,99,0.1,Developing Country
Fiji,2012,3972012571,4591.577015,6711394552,7758.254643,92.5533371,865065,69.4,431.4854874,4.16,195,0,0,99,99,0,6.2,99,0.1,Developing Country
Fiji,2013,4190143206,4840.72727,7152481953,8263.014587,91.75,865602,69.5,460.6487805,4.26,192,0,0,99,99,0,61.1,99,0.1,Developing Country
Fiji,2014,4469573275,5158.507416,7696172046,8882.449874,95.59343719,866447,69.7,50.539484,4.49,19,0,0,99,99,0,61.9,99,0.1,Developing Country
Fiji,2015,4391113415,5055.205674,8141243333,9372.488387,97.11949158,868632,69.8,0,,188,0,0,99,99,0,62.7,99,0.1,Developing Country
Finland,2000,1.2554E+11,24198.3482,1.39E+11,26727.76739,100,5187953,77.8,397.7533689,7.22,15,0,0,,96,0,55.5,99,0.1,Developed Country
Finland,2001,1.2925E+11,24853.52047,1.44E+11,27740.65782,100,5200475,78.3,2775.33544,7.43,1,0,0,,95,1,56.1,98,0.1,Developed Country
Finland,2002,1.39553E+11,26768.29705,1.49E+11,28535.05486,100,5213368,78.4,3099.357319,7.81,98,0,0,,95,0,56.6,98,0.1,Developed Country
Finland,2003,1.71071E+11,32727.69025,1.51E+11,28941.07588,100,5227106,78.7,3869.026302,8.15,98,0,0,,96,0,57.1,98,0.1,Developed Country
Finland,2004,1.96768E+11,37535.57742,1.63E+11,31090.05229,100,5242175,79,4508.806185,8.21,12,0,0,,96,0,57.6,98,0.1,Developed Country
Finland,2005,2.04436E+11,38874.04829,1.68E+11,31973.55591,100,5258933,79.2,4816.589613,8.43,11,0,0,,97,1,58.1,97,0.1,Developed Country
Finland,2006,2.16553E+11,41033.23793,1.81E+11,34346.19163,100,5277490,79.5,524.7775227,8.38,96,0,0,,97,0,58.6,97,0.1,Developed Country
Finland,2007,2.55385E+11,48206.3233,2.00E+11,37737.41561,100,5297741,79.5,6147.1323,8.9,96,0,0,,97,0,59,99,0.1,Developed Country
Finland,2008,2.83742E+11,53340.54956,2.13E+11,40038.08606,100,5319452,79.8,678.88112,8.35,94,0,0,,97,5,59.4,99,0.1,Developed Country
Finland,2009,2.51499E+11,47077.2192,2.03E+11,37955.9289,100,5342266,79.9,579.7384368,9.2,91,0,0,,99,2,59.8,99,0.1,Developed Country
Finland,2010,2.478E+11,46181.47428,2.09E+11,38935.70229,100,5365784,80,591.6691405,9.5,89,0,0,,99,5,6.2,99,0.1,Developed Country
Finland,2011,2.73674E+11,50774.10184,2.20E+11,40903.4477,100,5390036,80.5,71.01620838,9.1,86,0,0,,99,27,6.6,99,0.1,Developed Country
Finland,2012,2.56706E+11,47408.57202,2.21E+11,40867.07167,100,5414769,80.6,5889.012536,9.3,82,0,0,,99,0,61,99,0.1,Developed Country
Finland,2013,2.6998E+11,49637.96761,2.26E+11,41493.0501,100,5438984,80.9,6115.496624,9.55,79,0,0,,98,2,61.4,98,0.1,Developed Country
Finland,2014,2.72609E+11,49915.55087,2.28E+11,41758.18207,100,5461410,81.1,6164.455402,9.68,78,0,0,,98,0,61.7,98,0.1,Developed Country
Finland,2015,2.32439E+11,42407.20606,2.33E+11,42523.08189,100,5481128,81.4,0,,76,0,0,,97,2,62.1,97,0.1,Developed Country
France,2000,1.36844E+12,23187.93918,1.59E+12,26933.21497,100,59015092,79.1,3410.284431,9.77,13,3,4,26,98,10000,54.6,97,0.1,Developing Country
France,2001,1.38222E+12,23275.88933,1.69E+12,28415.40454,100,59384126,79.3,3451.185079,9.89,13,3,4,28,98,0,55.2,97,0.1,Developing Country
France,2002,1.50034E+12,25087.82105,1.76E+12,29478.68133,100,59803434,79.5,3779.655273,1.22,11,3,4,29,97,5185,55.8,97,0.1,Developing Country
France,2003,1.84812E+12,30673.44983,1.75E+12,29072.46145,100,60251591,79.5,4572.441963,1.43,99,3,4,28,96,0,56.4,97,0.1,Developing Country
France,2004,2.12411E+12,34994.7782,1.82E+12,29993.98095,100,60697977,80.4,5291.234786,1.53,94,3,4,35,99,4448,57,98,0.1,Developing Country
France,2005,2.20368E+12,36054.87618,1.93E+12,31526.11929,100,61120128,80.3,5451.701225,1.6,93,3,4,35,98,36,57.5,98,0.1,Developing Country
France,2006,2.32501E+12,37799.58691,2.06E+12,33548.80021,100,61508924,80.8,5689.991931,1.53,92,3,4,39,99,40,58,99,0.1,Developing Country
France,2007,2.66311E+12,43044.21686,2.18E+12,35271.29987,100,61869229,81,64.73714894,1.45,89,3,3,42,99,39,58.6,98,0.1,Developing Country
France,2008,2.92347E+12,46994.0993,2.26E+12,36317.08392,100,62209207,81.1,7002.785925,1.57,88,3,3,47,98,604,59.1,98,0.1,Developing Country
France,2009,2.69383E+12,43071.68654,2.24E+12,35885.37689,100,62542883,81.2,6415.35735,11.28,88,3,3,51,98,1541,59.6,98,0.1,Developing Country
France,2010,2.64684E+12,42093.7768,2.33E+12,37126.39517,100,62879535,81.4,72.8001211,11.2,86,3,3,65,99,5048,6.1,99,0.1,Developing Country
France,2011,2.86268E+12,45279.64591,2.45E+12,38696.44351,100,63222229,81.8,683.9190568,11.33,83,3,3,74,99,14949,6.6,99,0.1,Developing Country
France,2012,2.68142E+12,42184.36,2.47E+12,38921.32687,100,63564224,81.8,751.3793553,11.44,83,3,3,78,99,0,61.1,99,0.1,Developing Country
France,2013,2.80851E+12,43956.11886,2.61E+12,40826.0873,100,63893521,82.1,6646.953935,11.56,81,3,3,74,99,272,61.6,99,0.1,Developing Country
France,2014,2.84931E+12,44386.1622,2.66E+12,41468.86092,100,64193550,82.6,6739.677606,11.54,79,3,3,83,98,267,62,98,0.1,Developing Country
France,2015,2.43356E+12,37757.04297,2.72E+12,42189.11221,100,64453194,82.7,0,,78,2,3,86,98,157,62.5,98,0.1,Developing Country
Gabon,2000,5067865321,4125.720022,17420884455,14182.24188,73.6,1228359,59.6,218.1727473,2.89,296,2,3,,44,15,28.1,45,9.5,Developing Country
Gabon,2001,5018874179,3989.540749,18183134124,14453.90977,76.12239838,1258008,59.4,183.6980778,3.23,37,2,3,,44,5129,28.7,45,10.1,Developing Country
Gabon,2002,5310381151,4121.974642,18424749924,14301.48794,77.07408905,1288310,59.3,22.69039905,3.22,315,2,3,,44,110,29.2,45,10.7,Developing Country
Gabon,2003,6497305662,4922.40263,19188669585,14537.46561,78.0194931,1319946,59.3,352.232365,3.48,32,2,3,,44,0,29.8,45,11,Developing Country
Gabon,2004,7756293575,5729.326582,19841145591,14656.02117,78.96468353,1353788,59.3,443.4750634,3.26,322,2,3,,44,63,3.3,45,11.1,Developing Country
Gabon,2005,9578973591,6888.622193,21006715250,15106.76729,81.6,1390550,59.9,353.2438029,2.76,37,2,3,28,44,0,3.8,45,10.9,Developing Country
Gabon,2006,10318424464,7214.954903,21035009928,14708.31604,80.87863922,1430144,60.7,40.53719812,2.88,288,2,3,52,44,90,31.4,45,10.7,Developing Country
Gabon,2007,12438956756,8447.135954,22897824429,15549.61881,81.85954285,1472565,61,545.4389573,2.86,291,2,3,75,78,0,31.9,81,10,Developing Country
Gabon,2008,15508574820,10212.83288,22570923127,14863.58796,82.86296082,1518538,61.3,11.05422474,2.54,298,2,3,82,81,3,32.4,82,8.9,Developing Country
Gabon,2009,12065138273,7690.066939,22772633753,14514.80074,83.88741302,1568925,61.7,52.31086276,3.43,31,2,3,79,74,0,33,76,8,Developing Country
Gabon,2010,14358585196,8840.698555,24671359664,15190.3583,84.92988586,1624146,62.4,145.318282,3.41,294,2,3,67,68,1,33.5,67,7,Developing Country
Gabon,2011,18186479173,10795.53965,26972900730,16011.18153,85.98738098,1684629,62.9,133.5223672,3.12,289,2,3,75,75,2,34.1,75,6,Developing Country
Gabon,2012,17171446922,9814.06678,28933731798,16536.61321,89.3,1749677,63.6,805.3925284,3.13,276,2,3,82,8,2,34.6,82,4.9,Developing Country
Gabon,2013,17590745689,9680.829956,31101611666,17116.35307,86.4,1817070,64.6,154.8758879,3.98,255,2,3,79,77,122,35.2,79,3.7,Developing Country
Gabon,2014,18179717776,9650.551081,33057433458,17548.26198,89.21994019,1883801,65.4,715.2816939,3.44,237,2,3,7,68,33,35.8,7,2.8,Developing Country
Gabon,2015,14262032471,7322.537196,34706906742,17819.52299,90.30747223,1947690,65.9,0,,229,2,3,8,79,27,36.3,8,2.7,Developing Country
Georgia,2000,3057453483,700.8997059,11957137805,2741.08974,98.78269196,4362184,71.5,47.81704183,6.94,129,2,2,55,81,50,46,8,0.1,Developing Country
Georgia,2001,3219487825,749.2441379,12806606518,2980.373085,98.84263611,4296981,72.3,57.10318825,7.82,121,2,2,61,83,35,46.5,87,0.1,Developing Country
Georgia,2002,3395778674,797.3982538,13721277874,3222.036554,99.9,4258573,70.9,60.55818291,8.72,142,2,2,51,89,199,47,84,0.1,Developing Country
Georgia,2003,3991374549,941.5995425,15521672733,3661.695931,98.93213654,4238930,71.8,70.54185252,8.49,132,1,2,48,74,216,47.5,75,0.1,Developing Country
Georgia,2004,5125273881,1212.849766,16863165689,3990.51583,98.97354126,4225811,71.5,7.132564768,8.53,134,1,1,64,66,6847,48.1,78,0.1,Developing Country
